Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
632,23,male,2,own,,moderate,1444,15,radio/TV
282,49,male,1,own,,rich,1445,18,radio/TV
376,34,male,2,own,little,,2320,18,radio/TV
384,26,male,1,own,moderate,,4272,30,business
224,30,male,2,own,little,,4657,15,car
953,26,female,3,own,little,,10974,36,furniture/equipment
814,46,male,2,free,little,little,3931,48,car
472,28,male,1,own,little,little,654,9,car
347,23,female,0,rent,quite rich,moderate,3758,24,radio/TV
505,27,male,1,own,,,1309,10,car
639,26,male,2,own,little,little,4370,42,radio/TV
987,64,female,2,own,moderate,,1409,13,radio/TV
928,58,male,2,own,,,1867,30,radio/TV
905,20,male,3,rent,little,little,1107,12,radio/TV
619,49,male,1,own,little,,640,12,car
855,33,male,2,own,moderate,,1474,24,car
803,35,male,2,own,,,976,12,radio/TV
645,27,male,2,rent,,,7980,36,business
846,68,male,2,rent,,,6761,18,car
556,28,female,2,own,moderate,moderate,2278,18,car
957,37,male,1,own,little,moderate,1154,9,radio/TV
577,33,female,2,own,,,1927,24,education
795,22,female,2,rent,moderate,,2301,9,furniture/equipment
85,29,female,3,own,little,,1412,12,business
242,24,male,2,free,little,little,4605,48,car
698,24,male,2,own,little,,1800,18,radio/TV
159,34,male,1,own,,,1898,6,radio/TV
524,26,female,1,own,little,moderate,1113,18,radio/TV
35,25,male,1,own,little,moderate,4746,45,radio/TV
540,23,male,2,rent,little,moderate,1534,12,radio/TV
170,33,male,2,rent,little,little,950,15,car
654,35,male,2,own,little,,2346,24,car
890,43,male,3,own,little,little,2442,27,business
857,28,male,2,free,little,,3343,15,furniture/equipment
847,28,male,2,own,little,,1249,24,car
944,46,female,2,rent,little,little,1845,15,furniture/equipment
733,28,female,2,rent,rich,,2603,24,car
95,58,male,2,rent,little,moderate,15945,54,business
563,37,male,2,free,,moderate,12389,36,car
240,29,female,2,own,,little,915,24,car
742,41,male,2,own,,,3160,21,radio/TV
574,27,male,1,own,little,moderate,1082,9,radio/TV
690,25,male,2,own,little,little,975,15,furniture/equipment
460,37,male,2,own,little,little,3620,36,furniture/equipment
553,27,male,2,own,moderate,moderate,1995,12,car
888,34,male,3,own,little,,6614,36,car
206,43,male,2,own,little,,1935,12,furniture/equipment
392,39,male,3,free,little,little,3249,36,car
794,32,male,2,rent,quite rich,,3062,24,furniture/equipment
397,46,male,2,own,little,little,2348,36,furniture/equipment
766,31,male,1,own,little,little,3108,30,furniture/equipment
848,59,male,2,own,little,little,1364,9,radio/TV
217,23,male,2,own,little,rich,3913,36,radio/TV
4,53,male,2,free,little,little,4870,24,car
768,28,male,2,rent,little,moderate,3617,12,furniture/equipment
642,40,male,3,own,moderate,,4623,15,education
929,43,male,1,own,little,little,1344,12,car
612,29,female,2,own,rich,little,3357,21,radio/TV
738,45,male,3,own,little,,6761,6,car
546,37,female,2,own,little,,2022,24,car
725,41,female,1,own,rich,,250,6,car
683,47,male,2,free,little,,5103,24,radio/TV
98,36,male,2,own,little,moderate,2337,36,radio/TV
804,24,female,0,rent,,moderate,7472,12,car
727,25,female,2,rent,little,little,1882,18,radio/TV
573,22,female,1,own,little,little,806,15,business
406,43,male,2,own,,,2197,24,car
502,49,male,2,own,moderate,rich,1126,9,radio/TV
47,23,female,0,rent,quite rich,little,1352,6,car
32,30,male,2,own,moderate,moderate,5866,18,car
779,67,female,2,own,little,moderate,3872,18,repairs
839,46,male,2,own,little,,2611,24,radio/TV
200,52,male,2,own,quite rich,,936,9,education
134,21,female,2,own,moderate,,10144,60,radio/TV
27,42,female,2,rent,rich,rich,409,12,radio/TV
880,38,male,3,own,little,,7814,24,car
230,26,male,2,own,little,rich,4210,36,radio/TV
489,26,male,2,rent,little,,3518,6,car
772,36,male,3,own,little,,3275,21,car
378,57,male,3,free,little,moderate,14318,36,car
288,49,female,2,own,little,moderate,1092,12,radio/TV
418,31,female,3,own,quite rich,,2782,21,car
674,41,male,1,own,quite rich,,2580,21,business
391,19,female,1,rent,rich,moderate,983,12,furniture/equipment
592,36,female,1,own,rich,,1572,21,business
498,32,male,1,own,little,moderate,1301,18,radio/TV
138,35,male,2,own,,moderate,2728,15,radio/TV
62,61,male,3,free,little,moderate,1953,36,business
471,23,female,2,own,little,little,448,6,education
647,26,female,2,own,quite rich,,1386,12,car
128,34,male,3,own,little,moderate,1860,12,car
976,64,female,2,own,little,moderate,753,6,radio/TV
520,44,male,2,free,little,,5507,24,repairs
838,63,male,2,own,little,little,2957,24,car
962,29,male,2,own,,,3556,15,car
64,26,female,2,own,little,,3181,24,radio/TV
812,24,male,2,own,little,little,9629,36,car
14,28,female,2,rent,little,little,1403,15,car
156,48,male,2,own,moderate,little,1288,9,repairs
40,30,male,3,own,quite rich,,2333,30,radio/TV
492,27,female,2,own,moderate,,1237,6,radio/TV
379,52,female,1,own,moderate,,362,6,car
187,68,male,0,free,little,moderate,1175,16,car
763,30,male,3,free,,,12680,21,car
216,31,male,2,own,little,little,3104,18,business
791,41,male,3,own,,,6313,24,car
52,25,male,2,own,little,,1262,12,radio/TV
878,27,male,3,free,little,little,1422,9,car
337,24,female,2,rent,,little,1275,15,domestic appliances
748,26,male,2,own,,,5248,21,car
719,31,male,2,own,moderate,moderate,6148,20,car
724,21,female,2,rent,little,,2570,27,car
295,26,female,2,own,little,moderate,9960,48,furniture/equipment
701,46,male,2,free,little,little,6331,48,car
251,46,female,1,own,little,rich,2251,12,furniture/equipment
726,47,male,1,own,quite rich,,1316,15,radio/TV
461,36,male,2,own,little,little,1721,15,car
455,29,female,3,own,little,,2679,24,car
996,40,male,3,own,little,little,3857,30,car
815,54,female,2,rent,little,moderate,7432,36,car
862,35,female,2,own,little,little,2439,24,radio/TV
269,25,male,2,own,,,999,24,radio/TV
201,27,male,1,own,little,little,1168,12,car
161,30,female,2,own,little,,1055,18,car
555,22,male,2,own,little,moderate,1331,12,radio/TV
729,36,male,2,own,rich,rich,1275,24,business
401,28,male,2,own,,moderate,1887,18,business
702,47,female,2,free,moderate,rich,1377,24,radio/TV
476,24,male,2,own,quite rich,,2569,39,car
821,24,male,2,own,little,rich,3016,12,radio/TV
771,25,female,3,own,little,little,8065,36,education
105,39,male,3,own,little,moderate,11938,24,vacation/others
565,23,female,2,rent,moderate,moderate,1553,24,radio/TV
389,27,female,2,own,little,,1449,9,business
1,22,female,2,own,little,moderate,5951,48,radio/TV
937,30,male,3,rent,little,moderate,2063,6,radio/TV
982,28,female,3,own,moderate,rich,2923,21,car
561,24,male,1,rent,little,little,1546,24,radio/TV
80,44,female,2,own,,,5943,24,radio/TV
205,38,male,3,free,little,little,10623,30,car
34,33,female,3,own,little,rich,1474,12,furniture/equipment
775,25,female,2,rent,,little,1371,24,car
508,28,male,2,own,little,,1413,24,radio/TV
427,46,male,2,own,rich,,1149,18,radio/TV
454,31,male,2,own,little,little,4817,24,car
366,27,male,2,own,little,,3850,18,car
91,54,male,2,own,little,little,1409,12,car
339,31,male,1,own,little,moderate,1521,10,furniture/equipment
897,35,female,2,own,rich,,1592,12,furniture/equipment
564,37,male,3,own,,moderate,4712,24,business
345,43,female,1,own,little,,1459,15,radio/TV
776,37,male,2,own,little,,3535,36,car
241,51,male,2,own,little,,1595,6,radio/TV
13,60,male,1,own,little,little,1199,24,car
315,31,male,2,own,little,little,2746,36,furniture/equipment
600,45,female,2,own,little,moderate,2329,7,radio/TV
387,40,male,3,own,little,moderate,7374,18,furniture/equipment
273,28,male,2,own,little,moderate,3060,48,radio/TV
166,33,female,2,own,little,little,1131,18,furniture/equipment
840,29,male,2,own,little,little,5179,36,furniture/equipment
992,23,male,1,rent,,little,1936,18,radio/TV
646,32,male,2,own,little,little,4583,30,furniture/equipment
818,43,male,3,own,little,little,15857,36,vacation/others
484,44,male,2,own,quite rich,,1163,12,car
980,49,male,2,own,little,moderate,8386,30,furniture/equipment
504,24,female,2,rent,little,little,1207,24,car
831,23,female,2,rent,little,little,1216,18,car
243,27,female,2,own,little,,1185,12,business
566,36,male,2,own,little,little,1372,12,car
875,40,female,2,own,rich,moderate,1322,11,car
562,29,female,2,own,little,rich,683,6,radio/TV
686,27,male,2,own,,rich,1347,10,radio/TV
189,33,female,2,own,little,moderate,3244,18,furniture/equipment
782,31,male,1,own,little,moderate,1410,12,education
699,40,male,3,rent,little,rich,1905,15,education
475,26,female,2,rent,little,little,3114,18,furniture/equipment
681,37,male,2,free,,,2279,12,radio/TV
510,26,male,2,own,little,little,759,12,car
58,23,female,3,own,little,rich,1961,18,car
474,33,male,2,own,little,moderate,1245,18,radio/TV
560,49,male,2,free,,little,2964,24,car
856,40,female,2,own,,,894,10,education
747,37,female,1,own,little,little,1274,12,car
252,24,female,2,own,little,moderate,2150,30,car
21,44,male,2,rent,quite rich,little,2647,6,radio/TV
313,25,male,1,own,little,moderate,685,12,car
459,32,male,2,own,little,,4594,18,radio/TV
160,36,male,2,own,moderate,,2872,24,radio/TV
276,26,female,2,own,little,,2404,18,radio/TV
955,57,female,3,rent,rich,little,1231,24,radio/TV
191,34,male,1,free,moderate,moderate,3844,48,business
385,25,female,2,own,little,,2238,18,radio/TV
805,24,male,2,own,little,little,9271,36,car
413,40,male,1,rent,quite rich,,1597,10,car
491,42,female,3,free,little,moderate,8318,27,business
343,33,male,3,own,little,moderate,4439,18,business
769,63,male,1,own,little,,1655,12,radio/TV
308,24,female,2,own,little,moderate,1237,8,furniture/equipment
661,23,male,2,own,,little,900,12,car
130,24,female,2,own,,moderate,8487,48,car
663,35,male,3,own,little,moderate,1050,6,furniture/equipment
871,46,male,2,own,little,rich,1343,6,car
99,36,male,3,rent,,moderate,7057,20,car
372,23,female,2,rent,little,,2146,10,furniture/equipment
87,47,male,2,free,moderate,moderate,12612,36,education
458,27,female,2,own,little,little,343,6,domestic appliances
330,75,male,3,free,little,little,6615,24,car
214,51,male,2,own,,,3342,36,radio/TV
466,29,female,1,rent,little,little,1659,24,radio/TV
121,41,female,3,rent,little,,3868,24,car
614,22,female,2,own,little,,1808,18,furniture/equipment
20,48,male,2,own,little,,2134,9,car
700,29,female,1,rent,quite rich,,1123,12,furniture/equipment
71,46,male,1,rent,,,730,7,radio/TV
106,39,male,3,own,little,,6458,18,car
270,32,male,2,own,,,2662,18,car
860,27,male,2,own,rich,,5804,24,car
435,25,male,2,own,,moderate,1484,12,radio/TV
102,24,female,2,own,little,,932,6,radio/TV
